precio,kilometraje,anio,combustible_limpio,marca_limpia,modelo_limpio,cat_combustible,cat_marca,cat_modelo,features,scaledFeatures,prediction
12590000.0,34278.0,2024,bencina,jac,js8,0,35,488,"[12590000.0,34278.0,2024.0,35.0,488.0]","[1.2627576680528512,0.6864306058410181,569.9189108434831,2.9109000915291223,2.1851291692543535]",0
19690000.0,62000.0,2023,bencina,hyundai,tucson,0,5,19,"[19690000.0,62000.0,2023.0,5.0,19.0]","[1.9748767660016393,1.2415746998699786,569.6373303539359,0.41584287021844607,0.08507675044228015]",3
7900000.0,95000.0,2013,bencina,hyundai,veloster,0,5,729,"[7900000.0,95000.0,2013.0,5.0,729.0]","[0.7923578695486516,1.902412846574967,566.8215254584642,0.41584287021844607,3.2642605827590647]",1
7000000.0,130000.0,2016,bencina,chevrolet,tracker,0,0,22,"[7000000.0,130000.0,2016.0,0.0,22.0]","[0.7020892514988052,2.603301790049955,567.6662669271058,0.0,0.09850992156474545]",1
9590000.0,28200.0,2023,bencina,jac,js4,0,35,197,"[9590000.0,28200.0,2023.0,35.0,197.0]","[0.9618622745533632,0.5647162344569903,569.6373303539359,2.9109000915291223,0.8821115703752206]",0
5850000.0,180000.0,2008,bencina,hyundai,tucson,0,5,19,"[5850000.0,180000.0,2008.0,5.0,19.0]","[0.5867460173240014,3.604571709299938,565.4136230107283,0.41584287021844607,0.08507675044228015]",1
13980000.0,117000.0,2015,bencina,infiniti,qx60,0,61,592,"[13980000.0,117000.0,2015.0,61.0,592.0]","[1.4021725337076139,2.3429716110449594,567.3846864375586,5.073283016665042,2.65081243483315]",0
7200000.0,144000.0,2012,bencina,jeep,cherokee,0,18,171,"[7200000.0,144000.0,2012.0,18.0,171.0]","[0.7221489443987711,2.88365736743995,566.539944968917,1.4970343327864057,0.7656907539805214]",1
19900000.0,48967.0,2025,bencina,hyundai,tucson,0,5,19,"[19900000.0,48967.0,2025.0,5.0,19.0]","[1.9959394435466034,0.980583682718278,570.2004913330303,0.41584287021844607,0.08507675044228015]",3
7790000.0,22000.0,2023,bencina,jac,s2,0,35,632,"[7790000.0,22000.0,2023.0,35.0,632.0]","[0.7813250384536704,0.44055876446999237,569.6373303539359,2.9109000915291223,2.8299213831326875]",0
8499990.0,88000.0,2022,bencina,hyundai,verna,0,5,231,"[8499990.0,88000.0,2022.0,5.0,231.0]","[0.8525359452639042,1.7622350578799695,569.3557498643888,0.41584287021844607,1.0343541764298272]",3
9980000.0,89219.0,2019,bencina,jeep,compass,0,18,81,"[9980000.0,89219.0,2019.0,18.0,81.0]","[1.0009786757082966,1.786646018511284,568.5110083957472,1.4970343327864057,0.36269562030656277]",1
23990000.0,92867.0,2021,bencina,jeep,grand cherokee,0,18,46,"[23990000.0,92867.0,2021.0,18.0,46.0]","[2.406160163350905,1.8596986718197628,569.0741693748416,1.4970343327864057,0.20597529054446775]",3
12790000.0,187500.0,2017,bencina,jeep,grand cherokee,0,18,46,"[12790000.0,187500.0,2017.0,18.0,46.0]","[1.282817360952817,3.754762197187435,567.9478474166528,1.4970343327864057,0.20597529054446775]",1
22490000.0,75000.0,2020,diesel,jeep,grand cherokee,1,18,46,"[22490000.0,75000.0,2020.0,18.0,46.0]","[2.255712466601161,1.501904878874974,568.7925888852944,1.4970343327864057,0.20597529054446775]",3
8990000.0,164000.0,2013,bencina,jeep,grand cherokee,0,18,46,"[8990000.0,164000.0,2013.0,18.0,46.0]","[0.9016831958534656,3.284165335139943,566.8215254584642,1.4970343327864057,0.20597529054446775]",1
34980000.0,105600.0,2017,bencina,jeep,grand cherokee srt,0,18,459,"[34980000.0,105600.0,2017.0,18.0,459.0]","[3.5084402882040293,2.1146820694559634,567.9478474166528,1.4970343327864057,2.055275181737189]",0
23490000.0,100000.0,2022,bencina,jeep,grand cherokee,0,18,46,"[23490000.0,100000.0,2022.0,18.0,46.0]","[2.3560109311009905,2.0025398384999655,569.3557498643888,1.4970343327864057,0.20597529054446775]",3
23990000.0,100000.0,2020,bencina,jeep,grand cherokee,0,18,46,"[23990000.0,100000.0,2020.0,18.0,46.0]","[2.406160163350905,2.0025398384999655,568.7925888852944,1.4970343327864057,0.20597529054446775]",3
24990000.0,80000.0,2015,bencina,jeep,wrangler,0,18,235,"[24990000.0,80000.0,2015.0,18.0,235.0]","[2.506458627850735,1.6020318707999723,567.3846864375586,1.4970343327864057,1.052265071259781]",1
10900000.0,56701.0,2022,bencina,jeep,renegade,0,18,93,"[10900000.0,56701.0,2022.0,18.0,93.0]","[1.0932532630481395,1.1354601138278653,569.3557498643888,1.4970343327864057,0.4164283047964239]",3
16000000.0,49000.0,2014,diesel,jeep,wrangler,1,18,235,"[16000000.0,49000.0,2014.0,18.0,235.0]","[1.6047754319972691,0.981244520864983,567.1031059480114,1.4970343327864057,1.052265071259781]",1
13900000.0,27600.0,2024,bencina,jetour,x70plus,0,32,776,"[13900000.0,27600.0,2024.0,32.0,776.0]","[1.3941486565476275,0.5527009954259905,569.9189108434831,2.661394369398055,3.474713597011021]",0
3800000.0,300000.0,2008,bencina,jeep,patriot,0,18,572,"[3800000.0,300000.0,2008.0,18.0,572.0]","[0.3811341650993514,6.007619515499896,565.4136230107283,1.4970343327864057,2.5612579606833816]",1
16200000.0,17000.0,2024,diesel,jmc,vigus pro,1,47,736,"[16200000.0,17000.0,2024.0,47.0,736.0]","[1.624835124897235,0.3404317725449941,569.9189108434831,3.908922980053393,3.295604648711484]",0
9890000.0,140000.0,2017,bencina,kia,cerato,0,9,170,"[9890000.0,140000.0,2017.0,9.0,170.0]","[0.9919518139033119,2.8035557738999515,567.9478474166528,0.7485171663932029,0.761213030273033]",1
17800000.0,46416.0,2023,diesel,mitsubishi,l 200,1,13,47,"[17800000.0,46416.0,2023.0,13.0,47.0]","[1.7853126680969618,0.9294988914381439,569.6373303539359,1.0811914625679597,0.21045301425195617]",3
10900000.0,115000.0,2016,diesel,kia,carnival,1,9,353,"[10900000.0,115000.0,2016.0,9.0,353.0]","[1.0932532630481395,2.30292081427496,567.6662669271058,0.7485171663932029,1.5806364687434156]",1
15900000.0,19000.0,2023,bencina,kia,carens,0,9,168,"[15900000.0,19000.0,2023.0,9.0,168.0]","[1.594745585547286,0.3804825693149934,569.6373303539359,0.7485171663932029,0.7522575828580561]",3
7500000.0,193000.0,2016,diesel,kia,frontier,1,9,446,"[7500000.0,193000.0,2016.0,9.0,446.0]","[0.7522384837487198,3.8649018883049333,567.6662669271058,0.7485171663932029,1.9970647735398395]",1
16800000.0,36920.0,2022,diesel,mitsubishi,l 200,1,13,47,"[16800000.0,36920.0,2022.0,13.0,47.0]","[1.6850142035971325,0.7393377083741872,569.3557498643888,1.0811914625679597,0.21045301425195617]",3
9100000.0,99000.0,2019,bencina,kia,rio,0,9,149,"[9100000.0,99000.0,2019.0,9.0,149.0]","[0.9127160269484468,1.9825144401149657,568.5110083957472,0.7485171663932029,0.667180832415776]",1
13280000.0,41000.0,2024,bencina,kia,rio,0,9,149,"[13280000.0,41000.0,2024.0,9.0,149.0]","[1.3319636085577333,0.8210413337849858,569.9189108434831,0.7485171663932029,0.667180832415776]",3
8890000.0,25000.0,2023,bencina,kia,morning,0,9,54,"[8890000.0,25000.0,2023.0,9.0,54.0]","[0.8916533494034826,0.5006349596249914,569.6373303539359,0.7485171663932029,0.24179708020437518]",3
6990000.0,70409.0,2021,bencina,kia,morning,0,9,54,"[6990000.0,70409.0,2021.0,9.0,54.0]","[0.7010862668538069,1.4099682748894407,569.0741693748416,0.7485171663932029,0.24179708020437518]",3
6190000.0,180000.0,2015,bencina,kia,morning,0,9,54,"[6190000.0,180000.0,2015.0,9.0,54.0]","[0.6208474952539434,3.604571709299938,567.3846864375586,0.7485171663932029,0.24179708020437518]",1
6100000.0,137000.0,2014,bencina,kia,morning,0,9,54,"[6100000.0,137000.0,2014.0,9.0,54.0]","[0.6118206334489589,2.7434795787449526,567.1031059480114,0.7485171663932029,0.24179708020437518]",1
18990000.0,4805.0,2024,bencina,kia,k3,0,9,490,"[18990000.0,4805.0,2024.0,9.0,490.0]","[1.9046678408517588,0.09622203923992334,569.9189108434831,0.7485171663932029,2.1940846166693304]",0
7390000.0,87000.0,2015,bencina,kia,rio,0,9,149,"[7390000.0,87000.0,2015.0,9.0,149.0]","[0.7412056526537386,1.7422096594949699,567.3846864375586,0.7485171663932029,0.667180832415776]",1
19590000.0,41952.0,2025,bencina,kia,seltos,0,9,63,"[19590000.0,41952.0,2025.0,9.0,63.0]","[1.9648469195516562,0.8401055130475055,570.2004913330303,0.7485171663932029,0.282096593571771]",3
12980000.0,112000.0,2022,bencina,kia,seltos,0,9,63,"[12980000.0,112000.0,2022.0,9.0,63.0]","[1.3018740692077846,2.2428446191199614,569.3557498643888,0.7485171663932029,0.282096593571771]",3
3500000.0,12000.0,2009,bencina,kia,sorento,0,9,94,"[3500000.0,12000.0,2009.0,9.0,94.0]","[0.3510446257494026,0.24030478061999586,565.6952035002755,0.7485171663932029,0.42090602850391234]",1
13490000.0,61000.0,2022,bencina,kia,sonet,0,9,152,"[13490000.0,61000.0,2022.0,9.0,152.0]","[1.3530262861026974,1.221549301484979,569.3557498643888,0.7485171663932029,0.6806140035382412]",3
7890000.0,116000.0,2023,bencina,kia,soluto,0,9,113,"[7890000.0,116000.0,2023.0,9.0,113.0]","[0.7913548849036534,2.32294621265996,569.6373303539359,0.7485171663932029,0.5059827789461925]",3
13500000.0,135000.0,2018,bencina,kia,sorento,0,9,94,"[13500000.0,135000.0,2018.0,9.0,94.0]","[1.3540292707476957,2.7034287819749534,568.2294279062,0.7485171663932029,0.42090602850391234]",1
12800000.0,51000.0,2021,bencina,kia,seltos,0,9,63,"[12800000.0,51000.0,2021.0,9.0,63.0]","[1.2838203455978152,1.0212953176349824,569.0741693748416,0.7485171663932029,0.282096593571771]",3
8500000.0,39849.0,2023,bencina,kia,soluto,0,9,113,"[8500000.0,39849.0,2023.0,9.0,113.0]","[0.8525369482485492,0.7979921002438513,569.6373303539359,0.7485171663932029,0.5059827789461925]",3
9490000.0,66000.0,2024,bencina,kia,soluto,0,9,113,"[9490000.0,66000.0,2024.0,9.0,113.0]","[0.9518324281033802,1.321676293409977,569.9189108434831,0.7485171663932029,0.5059827789461925]",3
17290000.0,123154.0,2019,diesel,mazda,bt50,1,10,337,"[17290000.0,123154.0,2019.0,10.0,337.0]","[1.734160451202049,2.4662079127062473,568.5110083957472,0.8316857404368921,1.5089928894236007]",1
10490000.0,170000.0,2014,bencina,mazda,cx-9,0,10,129,"[10490000.0,170000.0,2014.0,10.0,129.0]","[1.0521308926032096,3.4043177254499413,567.1031059480114,0.8316857404368921,0.5776263582660074]",1
15990000.0,140000.0,2021,diesel,kia,sportage ql pe 4wd 2.0 aut,1,9,662,"[15990000.0,140000.0,2021.0,9.0,662.0]","[1.6037724473522708,2.8035557738999515,569.0741693748416,0.7485171663932029,2.96425309435734]",0
7500000.0,41000.0,2023,bencina,kyc,mamut cargo v5,0,50,516,"[7500000.0,41000.0,2023.0,50.0,516.0]","[0.7522384837487198,0.8210413337849858,569.6373303539359,4.158428702184461,2.3105054330640296]",0
10900000.0,91079.0,2022,diesel,maxus,t60,1,25,20,"[10900000.0,91079.0,2022.0,25.0,20.0]","[1.0932532630481395,1.8238932595073836,569.3557498643888,2.0792143510922303,0.08955447414976858]",3
15980000.0,22000.0,2022,bencina,mazda,3,0,10,13,"[15980000.0,22000.0,2022.0,10.0,13.0]","[1.6027694627072724,0.44055876446999237,569.3557498643888,0.8316857404368921,0.05821040819734958]",3
14990000.0,119551.0,2022,bencina,mazda,cx-30,0,10,175,"[14990000.0,119551.0,2022.0,10.0,175.0]","[1.5034739828524415,2.3940564023250936,569.3557498643888,0.8316857404368921,0.7836016488104751]",3
19900000.0,59826.0,2018,bencina,mazda,cx-9,0,10,129,"[19900000.0,59826.0,2018.0,10.0,129.0]","[1.9959394435466034,1.1980394837809893,568.2294279062,0.8316857404368921,0.5776263582660074]",3
8500000.0,165000.0,2012,bencina,kia,sorento,0,9,94,"[8500000.0,165000.0,2012.0,9.0,94.0]","[0.8525369482485492,3.3041907335249427,566.539944968917,0.7485171663932029,0.42090602850391234]",1
10990000.0,125000.0,2017,bencina,kia,sportage,0,9,37,"[10990000.0,125000.0,2017.0,9.0,37.0]","[1.1022801248531242,2.503174798124957,567.9478474166528,0.7485171663932029,0.16567577717707188]",1
11900000.0,125000.0,2018,bencina,kia,sportage,0,9,37,"[11900000.0,125000.0,2018.0,9.0,37.0]","[1.1935517275479688,2.503174798124957,568.2294279062,0.7485171663932029,0.16567577717707188]",1
14900000.0,92000.0,2018,bencina,mazda,cx-05,0,10,385,"[14900000.0,92000.0,2018.0,10.0,385.0]","[1.4944471210474568,1.8423366514199682,568.2294279062,0.8316857404368921,1.7239236273830452]",1
5800000.0,184000.0,2008,bencina,mazda,cx-7,0,10,390,"[5800000.0,184000.0,2008.0,10.0,390.0]","[0.58173109409901,3.6846733028399363,565.4136230107283,0.8316857404368921,1.7463122459204874]",1
38900000.0,73898.0,2020,diesel,land,rover discovery,1,39,615,"[38900000.0,73898.0,2020.0,39.0,615.0]","[3.9016102690433603,1.4798368898547045,568.7925888852944,3.2435743877038794,2.753800080105384]",0
17590000.0,86000.0,2022,diesel,maxus,t60,1,25,20,"[17590000.0,86000.0,2022.0,25.0,20.0]","[1.7642499905519977,1.7221842611099702,569.3557498643888,2.0792143510922303,0.08955447414976858]",3
11490000.0,94244.0,2019,bencina,mazda,other,0,10,91,"[11490000.0,94244.0,2019.0,10.0,91.0]","[1.1524293571030388,1.8872736453959074,568.5110083957472,0.8316857404368921,0.40747285738144706]",1
19990000.0,90200.0,2022,diesel,mazda,bt-50,1,10,80,"[19990000.0,90200.0,2022.0,10.0,80.0]","[2.004966305351588,1.8062909343269689,569.3557498643888,0.8316857404368921,0.3582178965990743]",3
42290000.0,22436.0,2025,bencina,mazda,cx-60,0,10,128,"[42290000.0,22436.0,2025.0,10.0,128.0]","[4.241622063697782,0.4492898381658522,570.2004913330303,0.8316857404368921,0.5731486345585189]",2
12500000.0,127000.0,2022,diesel,maxus,t60,1,25,20,"[12500000.0,127000.0,2022.0,25.0,20.0]","[1.2537308062478665,2.543225594894956,569.3557498643888,2.0792143510922303,0.08955447414976858]",3
43390000.0,19629.0,2024,bencina,mazda,other,0,10,91,"[43390000.0,19629.0,2024.0,10.0,91.0]","[4.351950374647594,0.3930785448991582,569.9189108434831,0.8316857404368921,0.40747285738144706]",2
6450000.0,45000.0,2016,diesel,mazda,demio,1,10,399,"[6450000.0,45000.0,2016.0,10.0,399.0]","[0.6469250960238991,0.9011429273249845,567.6662669271058,0.8316857404368921,1.7866117592878832]",0
14980000.0,80000.0,2021,bencina,mazda,mazda3,0,10,519,"[14980000.0,80000.0,2021.0,10.0,519.0]","[1.5024709982074431,1.6020318707999723,569.0741693748416,0.8316857404368921,2.3239386041864947]",0
14390000.0,51135.0,2024,diesel,maxus,t60,1,25,20,"[14390000.0,51135.0,2024.0,25.0,20.0]","[1.4432949041525438,1.0239987464169573,569.9189108434831,2.0792143510922303,0.08955447414976858]",3
12900000.0,85593.0,2022,diesel,maxus,t60,1,25,20,"[12900000.0,85593.0,2022.0,25.0,20.0]","[1.2938501920477983,1.7140339239672753,569.3557498643888,2.0792143510922303,0.08955447414976858]",3
29990000.0,67476.0,2024,bencina,mazda,bt-50,0,10,80,"[29990000.0,67476.0,2024.0,10.0,80.0]","[3.007950950349881,1.3512337814262367,569.9189108434831,0.8316857404368921,0.3582178965990743]",2
14590000.0,220000.0,2010,diesel,land,rover range rover,1,39,619,"[14590000.0,220000.0,2010.0,39.0,619.0]","[1.4633545970525097,4.405587644699924,565.9767839898227,3.2435743877038794,2.771710974935338]",1
11000000.0,59547.0,2023,diesel,maxus,t60,1,25,20,"[11000000.0,59547.0,2023.0,25.0,20.0]","[1.1032831094981226,1.1924523976315744,569.6373303539359,2.0792143510922303,0.08955447414976858]",3
9000000.0,118000.0,2013,bencina,mazda,3,0,10,13,"[9000000.0,118000.0,2013.0,10.0,13.0]","[0.9026861804984638,2.362997009429959,566.8215254584642,0.8316857404368921,0.05821040819734958]",1
19900000.0,40400.0,2025,bencina,mazda,cx-5,0,10,57,"[19900000.0,40400.0,2025.0,10.0,57.0]","[1.9959394435466034,0.809026094753986,570.2004913330303,0.8316857404368921,0.25523025132684046]",3
10990000.0,170000.0,2018,bencina,mazda,cx-3,0,10,104,"[10990000.0,170000.0,2018.0,10.0,104.0]","[1.1022801248531242,3.4043177254499413,568.2294279062,0.8316857404368921,0.46568326557879663]",1
11980000.0,240000.0,2011,bencina,mercedes,benz e250,0,24,325,"[11980000.0,240000.0,2011.0,24.0,325.0]","[1.201575604707955,4.806095612399917,566.2583644793699,1.9960457770485411,1.4552602049337395]",1
19900000.0,78000.0,2019,bencina,mercedes,benz c200,0,24,323,"[19900000.0,78000.0,2019.0,24.0,323.0]","[1.9959394435466034,1.5619810740299729,568.5110083957472,1.9960457770485411,1.4463047575187626]",0
17990000.0,79700.0,2019,bencina,mercedes,benz gla 200,0,24,327,"[17990000.0,79700.0,2019.0,24.0,327.0]","[1.8043693763519295,1.5960242512844725,568.5110083957472,1.9960457770485411,1.4642156523487164]",0
23890000.0,80000.0,2021,diesel,mercedes,benz a200 d aut,1,24,322,"[23890000.0,80000.0,2021.0,24.0,322.0]","[2.3961303169009223,1.6020318707999723,569.0741693748416,1.9960457770485411,1.4418270338112742]",0
12600000.0,32000.0,2019,bencina,mazda,3,0,10,13,"[12600000.0,32000.0,2019.0,10.0,13.0]","[1.2637606526978493,0.6408127483199889,568.5110083957472,0.8316857404368921,0.05821040819734958]",3
9990000.0,151000.0,2017,bencina,mazda,3,0,10,13,"[9990000.0,151000.0,2017.0,10.0,13.0]","[1.001981660353295,3.0238351561349477,567.9478474166528,0.8316857404368921,0.05821040819734958]",1
23890000.0,80000.0,2021,diesel,mercedes,benz a200 d,1,24,321,"[23890000.0,80000.0,2021.0,24.0,321.0]","[2.3961303169009223,1.6020318707999723,569.0741693748416,1.9960457770485411,1.4373493101037857]",0
18990000.0,115000.0,2014,diesel,mercedes,benz e350,1,24,326,"[18990000.0,115000.0,2014.0,24.0,326.0]","[1.9046678408517588,2.30292081427496,567.1031059480114,1.9960457770485411,1.459737928641228]",1
16780000.0,68000.0,2015,bencina,mercedes,benz gla200,0,24,328,"[16780000.0,68000.0,2015.0,24.0,328.0]","[1.683008234307136,1.3617270901799765,567.3846864375586,1.9960457770485411,1.4686933760562049]",0
67990000.0,29500.0,2017,bencina,mercedes,benz s500,0,24,332,"[67990000.0,29500.0,2017.0,24.0,332.0]","[6.819292601343395,0.5907492523574898,567.9478474166528,1.9960457770485411,1.4866042708861584]",2
8890000.0,9000.0,2024,bencina,mg,mg 5,0,8,522,"[8890000.0,9000.0,2024.0,8.0,522.0]","[0.8916533494034826,0.18022858546499687,569.9189108434831,0.6653485923495137,2.3373717753089602]",0
26900000.0,141626.0,2020,diesel,mercedes,benz glc 250,1,24,329,"[26900000.0,141626.0,2020.0,24.0,329.0]","[2.6980286950454087,2.8361170716739608,568.7925888852944,1.9960457770485411,1.4731710997636933]",0
38990000.0,113000.0,2018,diesel,mercedes,benz gle350,1,24,331,"[38990000.0,113000.0,2018.0,24.0,331.0]","[3.910637130848345,2.262870017504961,568.2294279062,1.9960457770485411,1.48212654717867]",2
46000000.0,108000.0,2016,bencina,mercedes,benz gle 63s,0,24,330,"[46000000.0,108000.0,2016.0,24.0,330.0]","[4.613729366992149,2.1627430255799625,567.6662669271058,1.9960457770485411,1.4776488234711818]",2
25990000.0,52000.0,2022,diesel,mitsubishi,canter,1,13,346,"[25990000.0,52000.0,2022.0,13.0,346.0]","[2.606757092350564,1.041320716019982,569.3557498643888,1.0811914625679597,1.5492924027909964]",0
9990000.0,130000.0,2019,bencina,mitsubishi,asx,0,13,308,"[9990000.0,130000.0,2019.0,13.0,308.0]","[1.001981660353295,2.603301790049955,568.5110083957472,1.0811914625679597,1.3791389019064362]",1
6480000.0,98000.0,2021,bencina,mg,mg3,0,8,200,"[6480000.0,98000.0,2021.0,8.0,200.0]","[0.6499340499588939,1.962489041729966,569.0741693748416,0.6653485923495137,0.8955447414976858]",3
7790000.0,280000.0,2022,bencina,mg,mg3,0,8,200,"[7790000.0,280000.0,2022.0,8.0,200.0]","[0.7813250384536704,5.607111547799903,569.3557498643888,0.6653485923495137,0.8955447414976858]",1
11990000.0,158000.0,2018,diesel,mitsubishi,l 200,1,13,47,"[11990000.0,158000.0,2018.0,13.0,47.0]","[1.2025785893529535,3.1640129448299454,568.2294279062,1.0811914625679597,0.21045301425195617]",1
13700000.0,104000.0,2022,diesel,mitsubishi,l 200,1,13,47,"[13700000.0,104000.0,2022.0,13.0,47.0]","[1.3740889636476616,2.082641432039964,569.3557498643888,1.0811914625679597,0.21045301425195617]",3
13990000.0,160000.0,2020,diesel,mitsubishi,l 200,1,13,47,"[13990000.0,160000.0,2020.0,13.0,47.0]","[1.4031755183526122,3.2040637415999447,568.7925888852944,1.0811914625679597,0.21045301425195617]",1
5480000.0,154176.0,2010,bencina,mitsubishi,outlander,0,13,75,"[5480000.0,154176.0,2010.0,13.0,75.0]","[0.5496355854590647,3.0874358214057067,565.9767839898227,1.0811914625679597,0.3358292780616322]",1
18800000.0,45489.0,2023,diesel,nissan,navara,1,4,5,"[18800000.0,45489.0,2023.0,4.0,5.0]","[1.8856111325967913,0.9109353471352493,569.6373303539359,0.33267429617475686,0.022388618537442145]",3
18800000.0,49995.0,2023,diesel,nissan,navara,1,4,5,"[18800000.0,49995.0,2023.0,4.0,5.0]","[1.8856111325967913,1.0011697922580576,569.6373303539359,0.33267429617475686,0.022388618537442145]",3
14190000.0,130000.0,2019,diesel,mitsubishi,l 200,1,13,47,"[14190000.0,130000.0,2019.0,13.0,47.0]","[1.423235211252578,2.603301790049955,568.5110083957472,1.0811914625679597,0.21045301425195617]",1
13390000.0,120000.0,2019,diesel,mitsubishi,l 200,1,13,47,"[13390000.0,120000.0,2019.0,13.0,47.0]","[1.3429964396527145,2.4030478061999583,568.5110083957472,1.0811914625679597,0.21045301425195617]",1
21500000.0,173000.0,2022,diesel,mitsubishi,l 200,1,13,47,"[21500000.0,173000.0,2022.0,13.0,47.0]","[2.15641698674633,3.46439392060494,569.3557498643888,1.0811914625679597,0.21045301425195617]",1
17800000.0,86795.0,2023,diesel,nissan,navara,1,4,5,"[17800000.0,86795.0,2023.0,4.0,5.0]","[1.7853126680969618,1.738104452826045,569.6373303539359,0.33267429617475686,0.022388618537442145]",3
26490000.0,32600.0,2024,diesel,nissan,navara,1,4,5,"[26490000.0,32600.0,2024.0,4.0,5.0]","[2.6569063246004787,0.6528279873509887,569.9189108434831,0.33267429617475686,0.022388618537442145]",3
20900000.0,101158.0,2023,diesel,nissan,navara,1,4,5,"[20900000.0,101158.0,2023.0,4.0,5.0]","[2.0962379080464326,2.025729249829795,569.6373303539359,0.33267429617475686,0.022388618537442145]",3
19490000.0,120000.0,2023,diesel,nissan,navara,1,4,5,"[19490000.0,120000.0,2023.0,4.0,5.0]","[1.9548170731016734,2.4030478061999583,569.6373303539359,0.33267429617475686,0.022388618537442145]",3
21800000.0,48421.0,2023,diesel,nissan,navara,1,4,5,"[21800000.0,48421.0,2023.0,4.0,5.0]","[2.186506526096279,0.9696498152000682,569.6373303539359,0.33267429617475686,0.022388618537442145]",3
6990000.0,262233.0,2012,bencina,hyundai,tucson,0,5,19,"[6990000.0,262233.0,2012.0,5.0,19.0]","[0.7010862668538069,5.251320294693614,566.539944968917,0.41584287021844607,0.08507675044228015]",1
8950000.0,100000.0,2017,bencina,nissan,kicks,0,4,30,"[8950000.0,100000.0,2017.0,4.0,30.0]","[0.8976712572734724,2.0025398384999655,567.9478474166528,0.33267429617475686,0.13433171122465287]",1
25900000.0,120000.0,2023,diesel,nissan,navara,1,4,5,"[25900000.0,120000.0,2023.0,4.0,5.0]","[2.5977302305455794,2.4030478061999583,569.6373303539359,0.33267429617475686,0.022388618537442145]",3
15990000.0,73000.0,2021,diesel,nissan,navara,1,4,5,"[15990000.0,73000.0,2021.0,4.0,5.0]","[1.6037724473522708,1.4618540821049748,569.0741693748416,0.33267429617475686,0.022388618537442145]",3
17990000.0,90000.0,2022,diesel,nissan,navara d cab mt 4x4 2.3,1,4,140,"[17990000.0,90000.0,2022.0,4.0,140.0]","[1.8043693763519295,1.802285854649969,569.3557498643888,0.33267429617475686,0.6268813190483801]",3
16790000.0,160000.0,2023,diesel,nissan,navara,1,4,5,"[16790000.0,160000.0,2023.0,4.0,5.0]","[1.6840112189521341,3.2040637415999447,569.6373303539359,0.33267429617475686,0.022388618537442145]",1
14490000.0,189000.0,2020,diesel,nissan,np300 4x4 2.3,1,4,551,"[14490000.0,189000.0,2020.0,4.0,551.0]","[1.4533247506025269,3.7848002947649344,568.7925888852944,0.33267429617475686,2.4672257628261245]",1
7980000.0,105000.0,2015,bencina,nissan,pathfinder,0,4,142,"[7980000.0,105000.0,2015.0,4.0,142.0]","[0.8003817467086379,2.1026668304249636,567.3846864375586,0.33267429617475686,0.635836766463357]",1
7480000.0,209000.0,2011,bencina,nissan,terrano,0,4,684,"[7480000.0,209000.0,2011.0,4.0,684.0]","[0.7502325144587233,4.185308262464928,566.2583644793699,0.33267429617475686,3.0627630159220858]",1
15990000.0,31200.0,2024,diesel,nissan,navara d cab mt 4x4 2.3,1,4,140,"[15990000.0,31200.0,2024.0,4.0,140.0]","[1.6037724473522708,0.6247924296119892,569.9189108434831,0.33267429617475686,0.6268813190483801]",3
30980000.0,38000.0,2021,diesel,nissan,navara,1,4,5,"[30980000.0,38000.0,2021.0,4.0,5.0]","[3.1072464302047123,0.7609651386299868,569.0741693748416,0.33267429617475686,0.022388618537442145]",2
15990000.0,140000.0,2021,diesel,nissan,np300,1,4,206,"[15990000.0,140000.0,2021.0,4.0,206.0]","[1.6037724473522708,2.8035557738999515,569.0741693748416,0.33267429617475686,0.9224110837426164]",1
22990000.0,67000.0,2024,bencina,nissan,qashqai,0,4,92,"[22990000.0,67000.0,2024.0,4.0,92.0]","[2.305861698851076,1.341701691794977,569.9189108434831,0.33267429617475686,0.4119505810889355]",3
20980000.0,46000.0,2023,bencina,nissan,x-trail,0,4,12,"[20980000.0,46000.0,2023.0,4.0,12.0]","[2.104261785206419,0.9211683257099841,569.6373303539359,0.33267429617475686,0.053732684489861154]",3
11490000.0,80000.0,2019,bencina,nissan,pathfinder,0,4,142,"[11490000.0,80000.0,2019.0,4.0,142.0]","[1.1524293571030388,1.6020318707999723,568.5110083957472,0.33267429617475686,0.635836766463357]",3
5990000.0,251522.0,2013,bencina,nissan,qashqai,0,4,92,"[5990000.0,251522.0,2013.0,4.0,92.0]","[0.6007878023539776,5.036828252591883,566.8215254584642,0.33267429617475686,0.4119505810889355]",1
17990000.0,114000.0,2023,diesel,nissan,navara d cab mt 4x4 2.3,1,4,140,"[17990000.0,114000.0,2023.0,4.0,140.0]","[1.8043693763519295,2.2828954158899606,569.6373303539359,0.33267429617475686,0.6268813190483801]",3
17990000.0,81000.0,2023,diesel,nissan,navara,1,4,5,"[17990000.0,81000.0,2023.0,4.0,5.0]","[1.8043693763519295,1.622057269184972,569.6373303539359,0.33267429617475686,0.022388618537442145]",3
7390000.0,139000.0,2019,bencina,nissan,versa,0,4,24,"[7390000.0,139000.0,2019.0,4.0,24.0]","[0.7412056526537386,2.783530375514952,568.5110083957472,0.33267429617475686,0.10746536897972231]",1
7990000.0,93000.0,2020,bencina,nissan,versa sense 1.6,0,4,733,"[7990000.0,93000.0,2020.0,4.0,733.0]","[0.8013847313536362,1.8623620498049678,568.7925888852944,0.33267429617475686,3.2821714775890185]",0
